,reaction_id,min_flux,max_flux
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00141_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00141_ABYW00000000_1_ms_medium_gapseq_open_e0,2.4498880060950294,2.449888000166928
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00073_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00073_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,-7.45020094209758e-12
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01861_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd01861_ABYW00000000_1_ms_medium_gapseq_open_e0,-9.746006144628887e-15,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00453_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00453_ABYW00000000_1_ms_medium_gapseq_open_e0,-2.8249293172837353e-16,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00071_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00071_ABYW00000000_1_ms_medium_gapseq_open_e0,1.0000000000019287,0.9999999999669978
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00150_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00150_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,-1.5587353286079829e-30
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd08021_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd08021_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00450_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00450_ABYW00000000_1_ms_medium_gapseq_open_e0,6.362451612962034e-12,-3.6752943972951835e-13
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00363_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00363_ABYW00000000_1_ms_medium_gapseq_open_e0,-1.0000000000000004,-1.000000000065238
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00055_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00055_ABYW00000000_1_ms_medium_gapseq_open_e0,2.0406162352762603e-12,-3.245345836697506e-11
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00448_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00448_ABYW00000000_1_ms_medium_gapseq_open_e0,-1.0000000000102183,1.0000000000045142
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00025_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00025_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,-5.241179279372596e-13
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00239_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00239_ABYW00000000_1_ms_medium_gapseq_open_e0,-0.995610823204117,-0.9956108289071693
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11640_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11640_ABYW00000000_1_ms_medium_gapseq_open_e0,-1.0000000000000004,-1.0000000000164144
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00359_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00359_ABYW00000000_1_ms_medium_gapseq_open_e0,-0.030859807299584104,-0.030859807299551994
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11574_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd11574_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00659_ABYW00000000_1_ms_medium_gapseq_open_e0,ABYW00000000_1_ms_medium_gapseq_open_TF_cpd00659_ABYW00000000_1_ms_medium_gapseq_open_e0,0.0,0.0
